geo,siec,year,value
MT,electricity,2021,81.498
NL,electricity,2021,1932.055
NO,electricity,2021,3575.041
PL,electricity,2021,2630.267
PT,electricity,2021,1227.68
RO,electricity,2021,1224.782
RS,electricity,2021,1193.176
SE,electricity,2021,3972.485
SI,electricity,2021,326.962
SK,electricity,2021,513.156
TR,electricity,2021,5287.964
XK,electricity,2021,287.447
AL,"natural gas",2021,NULL
AT,"natural gas",2021,1562.29
BA,"natural gas",2021,46.174
BE,"natural gas",2021,3659.629
BG,"natural gas",2021,113.423
CY,"natural gas",2021,NULL
CZ,"natural gas",2021,2081.591
DE,"natural gas",2021,25128.124
DK,"natural gas",2021,576.617
EE,"natural gas",2021,60.358
EL,"natural gas",2021,499.31
ES,"natural gas",2021,3634.566
FI,"natural gas",2021,28.068
FR,"natural gas",2021,11505.062
GE,"natural gas",2021,1032.062
HR,"natural gas",2021,524.147
HU,"natural gas",2021,3329.364
IE,"natural gas",2021,593.79
IS,"natural gas",2021,NULL
IT,"natural gas",2021,17405.244
LT,"natural gas",2021,219.905
LU,"natural gas",2021,240.596
LV,"natural gas",2021,115.401
MD,"natural gas",2021,343.981
ME,"natural gas",2021,NULL
MK,"natural gas",2021,0.288
MT,"natural gas",2021,NULL
NL,"natural gas",2021,7175.828
NO,"natural gas",2021,1.536
PL,"natural gas",2021,4566.035
PT,"natural gas",2021,287.759
RO,"natural gas",2021,3238.374
RS,"natural gas",2021,295.939
SE,"natural gas",2021,29.841
SI,"natural gas",2021,112.452
SK,"natural gas",2021,1228.432
TR,"natural gas",2021,13717.561
XK,"natural gas",2021,NULL
AL,"district heating",2021,NULL
AT,"district heating",2021,904.772
BA,"district heating",2021,99.718
BE,"district heating",2021,15.083
BG,"district heating",2021,338.831
CY,"district heating",2021,NULL
CZ,"district heating",2021,1090.528
DE,"district heating",2021,3863.762
DK,"district heating",2021,1751.579
EE,"district heating",2021,320.054
EL,"district heating",2021,35.776
ES,"district heating",2021,NULL
FI,"district heating",2021,1692.868
FR,"district heating",2021,1438.348
GE,"district heating",2021,NULL
HR,"district heating",2021,122.862
HU,"district heating",2021,500.717
IE,"district heating",2021,NULL
IS,"district heating",2021,411.298
IT,"district heating",2021,707.864
LT,"district heating",2021,501.123
LU,"district heating",2021,NULL
LV,"district heating",2021,416.086
MD,"district heating",2021,122.098
ME,"district heating",2021,NULL
MK,"district heating",2021,40.57
MT,"district heating",2021,NULL
NL,"district heating",2021,317.197
NO,"district heating",2021,147.509
PL,"district heating",2021,4060.38
PT,"district heating",2021,0.86
RO,"district heating",2021,726.845
RS,"district heating",2021,459.654
SE,"district heating",2021,2745.581
SI,"district heating",2021,81.841
SK,"district heating",2021,415.496
TR,"district heating",2021,NULL
XK,"district heating",2021,13.19
AL,"heating oil",2021,122.176
AT,"heating oil",2021,32.354
BA,"heating oil",2021,6.674
BE,"heating oil",2021,156.582
BG,"heating oil",2021,20.573
CY,"heating oil",2021,37.805
CZ,"heating oil",2021,48.123
DE,"heating oil",2021,790.122
DK,"heating oil",2021,20.661
EE,"heating oil",2021,3.695
EL,"heating oil",2021,105.844
ES,"heating oil",2021,895.978
FI,"heating oil",2021,5.529
FR,"heating oil",2021,898.278
GE,"heating oil",2021,8.148
HR,"heating oil",2021,45.918
HU,"heating oil",2021,73.836
IE,"heating oil",2021,47.77
IS,"heating oil",2021,1.179
IT,"heating oil",2021,1154.767
LT,"heating oil",2021,26.795
LU,"heating oil",2021,0.233
LV,"heating oil",2021,16.437
MD,"heating oil",2021,53.394
ME,"heating oil",2021,2.016
MK,"heating oil",2021,4.756
MT,"heating oil",2021,12.772
NL,"heating oil",2021,23.214
NO,"heating oil",2021,4.934
PL,"heating oil",2021,521.878
PT,"heating oil",2021,343.532
RO,"heating oil",2021,256.789
RS,"heating oil",2021,30.625
SE,"heating oil",2021,4.11
SI,"heating oil",2021,29.436
SK,"heating oil",2021,8.79
TR,"heating oil",2021,429.911
XK,"heating oil",2021,6.44
AL,"other petroleum products",2021,NULL
AT,"other petroleum products",2021,NULL
BA,"other petroleum products",2021,NULL
BE,"other petroleum products",2021,35.15
BG,"other petroleum products",2021,NULL
CY,"other petroleum products",2021,11.984
CZ,"other petroleum products",2021,NULL
DE,"other petroleum products",2021,9.2
DK,"other petroleum products",2021,0.216
EE,"other petroleum products",2021,NULL
EL,"other petroleum products",2021,2.092
ES,"other petroleum products",2021,0.046
FI,"other petroleum products",2021,NULL
FR,"other petroleum products",2021,176.706
GE,"other petroleum products",2021,NULL
HR,"other petroleum products",2021,NULL
HU,"other petroleum products",2021,NULL
IE,"other petroleum products",2021,888.426
IS,"other petroleum products",2021,NULL
IT,"other petroleum products",2021,1.604
LT,"other petroleum products",2021,NULL
LU,"other petroleum products",2021,0.636
LV,"other petroleum products",2021,NULL
MD,"other petroleum products",2021,NULL
ME,"other petroleum products",2021,NULL
MK,"other petroleum products",2021,NULL
MT,"other petroleum products",2021,NULL
NL,"other petroleum products",2021,5.383
NO,"other petroleum products",2021,NULL
PL,"other petroleum products",2021,NULL
PT,"other petroleum products",2021,0.036
RO,"other petroleum products",2021,NULL
RS,"other petroleum products",2021,NULL
SE,"other petroleum products",2021,NULL
SI,"other petroleum products",2021,NULL
SK,"other petroleum products",2021,NULL
TR,"other petroleum products",2021,2.112
XK,"other petroleum products",2021,NULL
AL,"domestic heating oil",2021,NULL
AT,"domestic heating oil",2021,958.144
BA,"domestic heating oil",2021,21.213
BE,"domestic heating oil",2021,1912.857
BG,"domestic heating oil",2021,0.473
CY,"domestic heating oil",2021,50.662
CZ,"domestic heating oil",2021,NULL
DE,"domestic heating oil",2021,6997.667
DK,"domestic heating oil",2021,122.637
EE,"domestic heating oil",2021,1.01
EL,"domestic heating oil",2021,1033.328
ES,"domestic heating oil",2021,1564.975
FI,"domestic heating oil",2021,194.664
FR,"domestic heating oil",2021,3910.57
GE,"domestic heating oil",2021,NULL
HR,"domestic heating oil",2021,43.151
HU,"domestic heating oil",2021,NULL
IE,"domestic heating oil",2021,259.472
IS,"domestic heating oil",2021,0.647
IT,"domestic heating oil",2021,721.713
LT,"domestic heating oil",2021,25.52
LU,"domestic heating oil",2021,133.299
LV,"domestic heating oil",2021,31.877
MD,"domestic heating oil",2021,NULL
ME,"domestic heating oil",2021,NULL
MK,"domestic heating oil",2021,4.04
MT,"domestic heating oil",2021,0.027
NL,"domestic heating oil",2021,7.272
NO,"domestic heating oil",2021,0.086
PL,"domestic heating oil",2021,100.65
PT,"domestic heating oil",2021,50.111
RO,"domestic heating oil",2021,NULL
RS,"domestic heating oil",2021,NULL
SE,"domestic heating oil",2021,106.254
SI,"domestic heating oil",2021,87.42
SK,"domestic heating oil",2021,NULL
TR,"domestic heating oil",2021,NULL
XK,"domestic heating oil",2021,5.173
AL,renewables/biomass,2021,116.634
AT,renewables/biomass,2021,2023.561
BA,renewables/biomass,2021,1124.63
BE,renewables/biomass,2021,622.779
BG,renewables/biomass,2021,750.893
CY,renewables/biomass,2021,14.569
CZ,renewables/biomass,2021,2292.385
DE,renewables/biomass,2021,6645.242
DK,renewables/biomass,2021,816.639
EE,renewables/biomass,2021,387.884
EL,renewables/biomass,2021,645.702
ES,renewables/biomass,2021,1636.142
FI,renewables/biomass,2021,1268.534
FR,renewables/biomass,2021,6846.396
GE,renewables/biomass,2021,233.989
HR,renewables/biomass,2021,1101.862
HU,renewables/biomass,2021,1317.522
IE,renewables/biomass,2021,26.337
IS,renewables/biomass,2021,NULL
IT,renewables/biomass,2021,6600.445
LT,renewables/biomass,2021,462.238
LU,renewables/biomass,2021,15.96
LV,renewables/biomass,2021,460.285
MD,renewables/biomass,2021,595.491
ME,renewables/biomass,2021,138.005
MK,renewables/biomass,2021,189.168
MT,renewables/biomass,2021,1.566
NL,renewables/biomass,2021,380.21
NO,renewables/biomass,2021,490.833
PL,renewables/biomass,2021,4947.353
PT,renewables/biomass,2021,767.88
RO,renewables/biomass,2021,3252.206
RS,renewables/biomass,2021,1428.129
SE,renewables/biomass,2021,886.954
SI,renewables/biomass,2021,461.803
SK,renewables/biomass,2021,685.01
TR,renewables/biomass,2021,1528.302
XK,renewables/biomass,2021,339.637
AL,"solar thermal",2021,8.12
AT,"solar thermal",2021,132.91
BA,"solar thermal",2021,NULL
BE,"solar thermal",2021,23.104
BG,"solar thermal",2021,12.254
CY,"solar thermal",2021,63.971
CZ,"solar thermal",2021,15.112
DE,"solar thermal",2021,702.804
DK,"solar thermal",2021,11.341
EE,"solar thermal",2021,NULL
EL,"solar thermal",2021,291.151
ES,"solar thermal",2021,277.878
FI,"solar thermal",2021,2.627
FR,"solar thermal",2021,216.369
GE,"solar thermal",2021,0.098
HR,"solar thermal",2021,11.947
HU,"solar thermal",2021,15.262
IE,"solar thermal",2021,13.848
IS,"solar thermal",2021,NULL
IT,"solar thermal",2021,188.957
LT,"solar thermal",2021,NULL
LU,"solar thermal",2021,2.489
LV,"solar thermal",2021,NULL
MD,"solar thermal",2021,NULL
ME,"solar thermal",2021,NULL
MK,"solar thermal",2021,2.889
MT,"solar thermal",2021,3.6
NL,"solar thermal",2021,22.237
NO,"solar thermal",2021,NULL
PL,"solar thermal",2021,79.732
PT,"solar thermal",2021,63.288
RO,"solar thermal",2021,NULL
RS,"solar thermal",2021,NULL
SE,"solar thermal",2021,10.151
SI,"solar thermal",2021,10.451
SK,"solar thermal",2021,7.786
TR,"solar thermal",2021,559
XK,"solar thermal",2021,0.099
AL,"heat pumps",2021,NULL
AT,"heat pumps",2021,287.729
BA,"heat pumps",2021,NULL
BE,"heat pumps",2021,178.96
BG,"heat pumps",2021,NULL
CY,"heat pumps",2021,13.734
CZ,"heat pumps",2021,215.89
DE,"heat pumps",2021,1352.513
DK,"heat pumps",2021,266.486
EE,"heat pumps",2021,NULL
EL,"heat pumps",2021,98.865
ES,"heat pumps",2021,195.373
FI,"heat pumps",2021,631.58
FR,"heat pumps",2021,3629.392
GE,"heat pumps",2021,NULL
HR,"heat pumps",2021,15.957
HU,"heat pumps",2021,19.968
IE,"heat pumps",2021,35.356
IS,"heat pumps",2021,NULL
IT,"heat pumps",2021,642.28
LT,"heat pumps",2021,58.374
LU,"heat pumps",2021,4.874
LV,"heat pumps",2021,0.335
MD,"heat pumps",2021,NULL
ME,"heat pumps",2021,NULL
MK,"heat pumps",2021,NULL
MT,"heat pumps",2021,10.781
NL,"heat pumps",2021,195.893
NO,"heat pumps",2021,549.295
PL,"heat pumps",2021,345.824
PT,"heat pumps",2021,267.968
RO,"heat pumps",2021,NULL
RS,"heat pumps",2021,NULL
SE,"heat pumps",2021,NULL
SI,"heat pumps",2021,51.693
SK,"heat pumps",2021,51.28
TR,"heat pumps",2021,NULL
XK,"heat pumps",2021,NULL
AL,TOTAL,2021,548.63
AT,TOTAL,2021,7811.649
BA,TOTAL,2021,1787.67
BE,TOTAL,2021,8228.015
BG,TOTAL,2021,2403.893
CY,TOTAL,2021,355.143
CZ,TOTAL,2021,7864.166
DE,TOTAL,2021,57672.167
DK,TOTAL,2021,4519.97
EE,TOTAL,2021,965.256
EL,TOTAL,2021,4278.524
ES,TOTAL,2021,14513.752
FI,TOTAL,2021,5962.385
FR,TOTAL,2021,43310.438
GE,TOTAL,2021,1507.717
HR,TOTAL,2021,2441.87
HU,TOTAL,2021,6374.4
IE,TOTAL,2021,2983.656
IS,TOTAL,2021,500.795
IT,TOTAL,2021,33244.961
LT,TOTAL,2021,1629.694
LU,TOTAL,2021,479.175
LV,TOTAL,2021,1202.993
MD,TOTAL,2021,1316.674
ME,TOTAL,2021,257.803
MK,TOTAL,2021,527.087
MT,TOTAL,2021,110.244
NL,TOTAL,2021,10087.558
NO,TOTAL,2021,4774.72
PL,TOTAL,2021,22130.789
PT,TOTAL,2021,3022.524
RO,TOTAL,2021,8764.871
RS,TOTAL,2021,3555.492
SE,TOTAL,2021,7878.771
SI,TOTAL,2021,1162.089
SK,TOTAL,2021,2966.314
TR,TOTAL,2021,26422.866
XK,TOTAL,2021,655.497
AL,coal,2022,NULL
AT,coal,2022,8.331
BA,coal,2022,53.947
BE,coal,2022,31.911
BG,coal,2022,42.011
CY,coal,2022,NULL
CZ,coal,2022,668.11
DE,coal,2022,298.147
DK,coal,2022,NULL
EE,coal,2022,NULL
EL,coal,2022,1.661
ES,coal,2022,1.275
FI,coal,2022,NULL
FR,coal,2022,26.548
GE,coal,2022,0.084
HR,coal,2022,1.527
HU,coal,2022,49.531
IE,coal,2022,99.584
IS,coal,2022,NULL
IT,coal,2022,NULL
LT,coal,2022,26.339
LU,coal,2022,1.021
LV,coal,2022,1.243
MD,coal,2022,35.663
ME,coal,2022,1.809
MK,coal,2022,0.183
MT,coal,2022,NULL
NL,coal,2022,0.066
NO,coal,2022,NULL
PL,coal,2022,4119.228
PT,coal,2022,NULL
RO,coal,2022,45.472
RS,coal,2022,131.12
SE,coal,2022,NULL
SI,coal,2022,0.009
SK,coal,2022,50.548
TR,coal,2022,2701.253
XK,coal,2022,2.799
AL,electricity,2022,288.807
AT,electricity,2022,1818.532
BA,electricity,2022,423.818
BE,electricity,2022,1392.657
BG,electricity,2022,1029.208
CY,electricity,2022,152.905
CZ,electricity,2022,1350.146
DE,electricity,2022,11533.62
DK,electricity,2022,833.966
EE,electricity,2022,169.121
EL,electricity,2022,1425.755
ES,electricity,2022,6273.345
FI,electricity,2022,1945.486
FR,electricity,2022,13344.612
GE,electricity,2022,230.61
HR,electricity,2022,555.83
HU,electricity,2022,1061.737
IE,electricity,2022,705.707
IS,electricity,2022,74.235
IT,electricity,2022,5558.042
LT,electricity,2022,282.812
LU,electricity,2022,80.314
LV,electricity,2022,144.894
MD,electricity,2022,150.129
ME,electricity,2022,118.083
MK,electricity,2022,264.853
MT,electricity,2022,88.708
NL,electricity,2022,1872.894
NO,electricity,2022,3125.336
PL,electricity,2022,2481.513
PT,electricity,2022,1195.532
RO,electricity,2022,1160.562
RS,electricity,2022,1150.405
SE,electricity,2022,3494.067
SI,electricity,2022,320.811
SK,electricity,2022,506.535
TR,electricity,2022,5306.144
XK,electricity,2022,291.37
AL,"natural gas",2022,NULL
AT,"natural gas",2022,1298.999
BA,"natural gas",2022,41.359
BE,"natural gas",2022,2908.734
BG,"natural gas",2022,86.989
CY,"natural gas",2022,NULL
CZ,"natural gas",2022,1662.033
DE,"natural gas",2022,21370.549
DK,"natural gas",2022,471.76
EE,"natural gas",2022,48.706
EL,"natural gas",2022,465.659
ES,"natural gas",2022,3118.551
FI,"natural gas",2022,19.085
FR,"natural gas",2022,9575.106
GE,"natural gas",2022,1126.535
HR,"natural gas",2022,489.182
HU,"natural gas",2022,2861.715
IE,"natural gas",2022,538.699
IS,"natural gas",2022,NULL
IT,"natural gas",2022,14974.079
LT,"natural gas",2022,197.53
LU,"natural gas",2022,214.21
LV,"natural gas",2022,104.631
MD,"natural gas",2022,246.986
ME,"natural gas",2022,NULL
MK,"natural gas",2022,0.142
MT,"natural gas",2022,NULL
NL,"natural gas",2022,5347.99
NO,"natural gas",2022,1.235
PL,"natural gas",2022,4338.762
PT,"natural gas",2022,267.919
RO,"natural gas",2022,2709.262
RS,"natural gas",2022,300.425
SE,"natural gas",2022,25.716
SI,"natural gas",2022,100.254
SK,"natural gas",2022,1107.692
TR,"natural gas",2022,14808.206
XK,"natural gas",2022,NULL
AL,"district heating",2022,NULL
AT,"district heating",2022,862.957
BA,"district heating",2022,93.341
BE,"district heating",2022,10.636
BG,"district heating",2022,307.398
CY,"district heating",2022,NULL
CZ,"district heating",2022,957.854
DE,"district heating",2022,3450.201
DK,"district heating",2022,1594.86
EE,"district heating",2022,334.384
EL,"district heating",2022,27.383
ES,"district heating",2022,NULL
FI,"district heating",2022,1580.921
FR,"district heating",2022,1206.227
GE,"district heating",2022,NULL
HR,"district heating",2022,110.368
HU,"district heating",2022,458.13
IE,"district heating",2022,NULL
IS,"district heating",2022,355.26
IT,"district heating",2022,686.456
LT,"district heating",2022,457.629
LU,"district heating",2022,NULL
LV,"district heating",2022,365.687
MD,"district heating",2022,100.363
ME,"district heating",2022,NULL
MK,"district heating",2022,33.544
MT,"district heating",2022,NULL
NL,"district heating",2022,245.914
NO,"district heating",2022,142.08
PL,"district heating",2022,3636.906
PT,"district heating",2022,0.597
RO,"district heating",2022,610.531
RS,"district heating",2022,381.362
SE,"district heating",2022,2547.459
SI,"district heating",2022,70.271
SK,"district heating",2022,338.922
TR,"district heating",2022,NULL
XK,"district heating",2022,13.118
AL,"heating oil",2022,114.266
AT,"heating oil",2022,27.517
BA,"heating oil",2022,7.354
BE,"heating oil",2022,135.569
BG,"heating oil",2022,17.073
CY,"heating oil",2022,39.744
CZ,"heating oil",2022,44.984
DE,"heating oil",2022,866.254
DK,"heating oil",2022,21.191
EE,"heating oil",2022,2.173
EL,"heating oil",2022,116.144
ES,"heating oil",2022,1010.068
FI,"heating oil",2022,4.423
FR,"heating oil",2022,727.565
GE,"heating oil",2022,5.613
HR,"heating oil",2022,41.998
HU,"heating oil",2022,66.122
IE,"heating oil",2022,45.353
IS,"heating oil",2022,1.122
IT,"heating oil",2022,1071.128
LT,"heating oil",2022,30.985
LU,"heating oil",2022,0.251
LV,"heating oil",2022,17.512
MD,"heating oil",2022,51.38
ME,"heating oil",2022,1.904
MK,"heating oil",2022,3.698
MT,"heating oil",2022,12.154
NL,"heating oil",2022,23.213
NO,"heating oil",2022,3.979
PL,"heating oil",2022,508.694
PT,"heating oil",2022,311.294
RO,"heating oil",2022,265.419
RS,"heating oil",2022,35.281
SE,"heating oil",2022,4.11
SI,"heating oil",2022,26.685
SK,"heating oil",2022,7.691
TR,"heating oil",2022,377.562
XK,"heating oil",2022,7.857
AL,"other petroleum products",2022,NULL
AT,"other petroleum products",2022,NULL
BA,"other petroleum products",2022,NULL
BE,"other petroleum products",2022,32.012
BG,"other petroleum products",2022,NULL
CY,"other petroleum products",2022,12.278
CZ,"other petroleum products",2022,NULL
DE,"other petroleum products",2022,5.111
DK,"other petroleum products",2022,0.043
EE,"other petroleum products",2022,NULL
EL,"other petroleum products",2022,2.531
ES,"other petroleum products",2022,0.022
FI,"other petroleum products",2022,NULL
FR,"other petroleum products",2022,176.956
GE,"other petroleum products",2022,NULL
HR,"other petroleum products",2022,NULL
HU,"other petroleum products",2022,NULL
IE,"other petroleum products",2022,735.685
IS,"other petroleum products",2022,NULL
IT,"other petroleum products",2022,1.387
LT,"other petroleum products",2022,NULL
LU,"other petroleum products",2022,0.68
LV,"other petroleum products",2022,NULL
MD,"other petroleum products",2022,NULL
ME,"other petroleum products",2022,NULL
MK,"other petroleum products",2022,NULL
MT,"other petroleum products",2022,NULL
NL,"other petroleum products",2022,5.268
NO,"other petroleum products",2022,NULL
PL,"other petroleum products",2022,NULL
PT,"other petroleum products",2022,0.018
RO,"other petroleum products",2022,NULL
RS,"other petroleum products",2022,NULL
SE,"other petroleum products",2022,NULL
SI,"other petroleum products",2022,NULL
SK,"other petroleum products",2022,NULL
TR,"other petroleum products",2022,1.786
XK,"other petroleum products",2022,NULL
AL,"domestic heating oil",2022,NULL
AT,"domestic heating oil",2022,816.749
BA,"domestic heating oil",2022,20.381
BE,"domestic heating oil",2022,1653.017
BG,"domestic heating oil",2022,1.055
CY,"domestic heating oil",2022,55.852
CZ,"domestic heating oil",2022,NULL
DE,"domestic heating oil",2022,9842.099
DK,"domestic heating oil",2022,128.281
EE,"domestic heating oil",2022,1.01
EL,"domestic heating oil",2022,1165.827
ES,"domestic heating oil",2022,1461.783
FI,"domestic heating oil",2022,138.243
FR,"domestic heating oil",2022,2945.24
GE,"domestic heating oil",2022,NULL
HR,"domestic heating oil",2022,57.228
HU,"domestic heating oil",2022,NULL
IE,"domestic heating oil",2022,214.862
IS,"domestic heating oil",2022,0.533
IT,"domestic heating oil",2022,604.096
LT,"domestic heating oil",2022,30.234
LU,"domestic heating oil",2022,128.426
LV,"domestic heating oil",2022,31.866
MD,"domestic heating oil",2022,NULL
ME,"domestic heating oil",2022,NULL
MK,"domestic heating oil",2022,3.81
MT,"domestic heating oil",2022,0.031
NL,"domestic heating oil",2022,7.265
NO,"domestic heating oil",2022,NULL
PL,"domestic heating oil",2022,87.298
PT,"domestic heating oil",2022,42.986
RO,"domestic heating oil",2022,NULL
RS,"domestic heating oil",2022,NULL
SE,"domestic heating oil",2022,54.712
SI,"domestic heating oil",2022,97.72
SK,"domestic heating oil",2022,NULL
TR,"domestic heating oil",2022,NULL
XK,"domestic heating oil",2022,6.717
AL,renewables/biomass,2022,111.972
AT,renewables/biomass,2022,1868.409
BA,renewables/biomass,2022,1197.955
BE,renewables/biomass,2022,577.453
BG,renewables/biomass,2022,640.213
CY,renewables/biomass,2022,15.145
CZ,renewables/biomass,2022,2149.951
DE,renewables/biomass,2022,7237.747
DK,renewables/biomass,2022,655.256
EE,renewables/biomass,2022,408.485
EL,renewables/biomass,2022,672.057
ES,renewables/biomass,2022,1638.387
FI,renewables/biomass,2022,1166.046
FR,renewables/biomass,2022,6027.276
GE,renewables/biomass,2022,206.339
HR,renewables/biomass,2022,998.775
HU,renewables/biomass,2022,1278.566
IE,renewables/biomass,2022,23.336
IS,renewables/biomass,2022,NULL
IT,renewables/biomass,2022,5510.021
LT,renewables/biomass,2022,440.671
LU,renewables/biomass,2022,21.612
LV,renewables/biomass,2022,441.971
MD,renewables/biomass,2022,486.959
ME,renewables/biomass,2022,126.063
MK,renewables/biomass,2022,183.253
MT,renewables/biomass,2022,1.802
NL,renewables/biomass,2022,380.371
NO,renewables/biomass,2022,522.646
PL,renewables/biomass,2022,4703.283
PT,renewables/biomass,2022,767.8
RO,renewables/biomass,2022,3071.577
RS,renewables/biomass,2022,1427.816
SE,renewables/biomass,2022,816.232
SI,renewables/biomass,2022,371.771
SK,renewables/biomass,2022,594.487
TR,renewables/biomass,2022,1642.684
XK,renewables/biomass,2022,232.272
AL,"solar thermal",2022,9.12
AT,"solar thermal",2022,126.051
BA,"solar thermal",2022,NULL
BE,"solar thermal",2022,24.74
BG,"solar thermal",2022,13.45
CY,"solar thermal",2022,64.996
CZ,"solar thermal",2022,15.641
DE,"solar thermal",2022,800.158
DK,"solar thermal",2022,13.031
EE,"solar thermal",2022,NULL
EL,"solar thermal",2022,306.172
ES,"solar thermal",2022,286.281
FI,"solar thermal",2022,2.627
FR,"solar thermal",2022,228.156
GE,"solar thermal",2022,0.115
HR,"solar thermal",2022,11.242
HU,"solar thermal",2022,15.692
IE,"solar thermal",2022,13.891
IS,"solar thermal",2022,NULL
IT,"solar thermal",2022,204.991
LT,"solar thermal",2022,NULL
LU,"solar thermal",2022,2.52
LV,"solar thermal",2022,NULL
MD,"solar thermal",2022,NULL
ME,"solar thermal",2022,NULL
MK,"solar thermal",2022,2.899
MT,"solar thermal",2022,3.21
NL,"solar thermal",2022,22.308
NO,"solar thermal",2022,NULL
PL,"solar thermal",2022,99.688
PT,"solar thermal",2022,64.419
RO,"solar thermal",2022,NULL
RS,"solar thermal",2022,NULL
SE,"solar thermal",2022,9.793
SI,"solar thermal",2022,10.371
SK,"solar thermal",2022,8.169
TR,"solar thermal",2022,783.855
XK,"solar thermal",2022,0.095
AL,"heat pumps",2022,NULL
AT,"heat pumps",2022,275.27
BA,"heat pumps",2022,NULL
BE,"heat pumps",2022,202.577
BG,"heat pumps",2022,NULL
CY,"heat pumps",2022,12.76
CZ,"heat pumps",2022,309.046
DE,"heat pumps",2022,1549.513
DK,"heat pumps",2022,267.178
EE,"heat pumps",2022,NULL
EL,"heat pumps",2022,105.076
ES,"heat pumps",2022,211.631
FI,"heat pumps",2022,688.64
FR,"heat pumps",2022,3579.472
GE,"heat pumps",2022,NULL
HR,"heat pumps",2022,14.121
HU,"heat pumps",2022,29.33
IE,"heat pumps",2022,48.153
IS,"heat pumps",2022,NULL
IT,"heat pumps",2022,773.319
LT,"heat pumps",2022,78.413
LU,"heat pumps",2022,5.41
LV,"heat pumps",2022,0.92
MD,"heat pumps",2022,NULL
ME,"heat pumps",2022,NULL
MK,"heat pumps",2022,NULL
MT,"heat pumps",2022,11.816
NL,"heat pumps",2022,269.45
NO,"heat pumps",2022,590.221
PL,"heat pumps",2022,493.149
PT,"heat pumps",2022,301.959
RO,"heat pumps",2022,NULL
RS,"heat pumps",2022,NULL
SE,"heat pumps",2022,NULL
SI,"heat pumps",2022,54.457
SK,"heat pumps",2022,71.778
TR,"heat pumps",2022,NULL
XK,"heat pumps",2022,NULL
AL,TOTAL,2022,524.447
AT,TOTAL,2022,7108.457
BA,TOTAL,2022,1840.954
BE,TOTAL,2022,7036.456
BG,TOTAL,2022,2137.397
CY,TOTAL,2022,360.543
CZ,TOTAL,2022,7157.766
DE,TOTAL,2022,57434.806
DK,TOTAL,2022,3998.544
EE,TOTAL,2022,963.88
EL,TOTAL,2022,4325.475
ES,TOTAL,2022,14016.209
FI,TOTAL,2022,5594.322
FR,TOTAL,2022,37920.921
GE,TOTAL,2022,1575.63
HR,TOTAL,2022,2286.359
HU,TOTAL,2022,5821.192
IE,TOTAL,2022,2615.339
IS,TOTAL,2022,443.212
IT,TOTAL,2022,29426.979
LT,TOTAL,2022,1558.114
LU,TOTAL,2022,454.444
LV,TOTAL,2022,1115.069
MD,TOTAL,2022,1072.23
ME,TOTAL,2022,248.872
MK,TOTAL,2022,492.381
MT,TOTAL,2022,117.719
NL,TOTAL,2022,8201.73
NO,TOTAL,2022,4390.55
PL,TOTAL,2022,20492.124
PT,TOTAL,2022,2965.934
RO,TOTAL,2022,7894.699
RS,TOTAL,2022,3426.41
SE,TOTAL,2022,7062.293
SI,TOTAL,2022,1052.349
SK,TOTAL,2022,2686.513
TR,TOTAL,2022,26948.909
XK,TOTAL,2022,554.853
AL,coal,2023,NULL
AT,coal,2023,6.368
BA,coal,2023,45.491
BE,coal,2023,24.924
BG,coal,2023,13.961
CY,coal,2023,NULL
CZ,coal,2023,427.951
DE,coal,2023,279.832
DK,coal,2023,NULL
EE,coal,2023,0.238
EL,coal,2023,NULL
ES,coal,2023,NULL
FI,coal,2023,NULL
FR,coal,2023,19.404
GE,coal,2023,0.352
HR,coal,2023,1.087
HU,coal,2023,32.251
IE,coal,2023,74.726
IS,coal,2023,NULL
IT,coal,2023,NULL
LT,coal,2023,13.74
LU,coal,2023,0.242
LV,coal,2023,1.129
MD,coal,2023,32.012
ME,coal,2023,1.409
MK,coal,2023,0.163
MT,coal,2023,NULL
NL,coal,2023,0.059
NO,coal,2023,NULL
PL,coal,2023,4100.315
PT,coal,2023,NULL
RO,coal,2023,48.368
RS,coal,2023,138.131
SE,coal,2023,NULL
SI,coal,2023,0.002
SK,coal,2023,30.995
TR,coal,2023,2565.133
XK,coal,2023,2.622
AL,electricity,2023,282.396
AT,electricity,2023,1929.29
BA,electricity,2023,429.923
BE,electricity,2023,1364.832
BG,electricity,2023,1058.619
CY,electricity,2023,145.615
CZ,electricity,2023,1330.754
DE,electricity,2023,11303.009
DK,electricity,2023,831.93
EE,electricity,2023,186.004
EL,electricity,2023,1300.883
ES,electricity,2023,6289.905
FI,electricity,2023,1885.211
FR,electricity,2023,12960.987
GE,electricity,2023,236.543
HR,electricity,2023,552.115
HU,electricity,2023,1077.558
IE,electricity,2023,696.799
IS,electricity,2023,74.517
IT,electricity,2023,5452.535
LT,electricity,2023,270.619
LU,electricity,2023,78.575
LV,electricity,2023,141.858
MD,electricity,2023,143.508
ME,electricity,2023,125.916
MK,electricity,2023,257.871
MT,electricity,2023,87.659
NL,electricity,2023,1808.062
NO,electricity,2023,3340.09
PL,electricity,2023,2476.956
PT,electricity,2023,1253.779
RO,electricity,2023,1125.709
RS,electricity,2023,1118.505
SE,electricity,2023,3400.688
SI,electricity,2023,350.706
SK,electricity,2023,502.837
TR,electricity,2023,5635.553
XK,electricity,2023,269.09
