geo,siec,year,value
AL,electricity,2017,252.325
AT,electricity,2017,1547.568
BA,electricity,2017,408.942
BE,electricity,2017,1516.311
BG,electricity,2017,957.656
CY,electricity,2017,143.119
CZ,electricity,2017,1307.934
DE,electricity,2017,11257.438
DK,electricity,2017,845.793
EE,electricity,2017,166.81
EL,electricity,2017,1687.691
ES,electricity,2017,6138.693
FI,electricity,2017,1935.684
FR,electricity,2017,13854.075
GE,electricity,2017,211.599
HR,electricity,2017,538.753
HU,electricity,2017,967.24
IE,electricity,2017,683.822
IS,electricity,2017,69.707
IT,electricity,2017,5631.186
LT,electricity,2017,243.99
LU,electricity,2017,83.355
LV,electricity,2017,142.431
MD,electricity,2017,140.671
ME,electricity,2017,110.567
MK,electricity,2017,266.258
MT,electricity,2017,62.59
NL,electricity,2017,1875.405
NO,electricity,2017,3450.786
PL,electricity,2017,2509.114
PT,electricity,2017,1082.517
RO,electricity,2017,1083.119
RS,electricity,2017,1187.877
SE,electricity,2017,3880.653
SI,electricity,2017,286.072
SK,electricity,2017,422.7
TR,electricity,2017,4664.773
XK,electricity,2017,196.987
AL,"natural gas",2017,NULL
AT,"natural gas",2017,1468.812
BA,"natural gas",2017,37.704
BE,"natural gas",2017,3325.523
BG,"natural gas",2017,68.064
CY,"natural gas",2017,NULL
CZ,"natural gas",2017,2004.471
DE,"natural gas",2017,21598.464
DK,"natural gas",2017,619.369
EE,"natural gas",2017,53.814
EL,"natural gas",2017,360.665
ES,"natural gas",2017,3323.51
FI,"natural gas",2017,25.9
FR,"natural gas",2017,12270.857
GE,"natural gas",2017,744.347
HR,"natural gas",2017,479.127
HU,"natural gas",2017,2971.711
IE,"natural gas",2017,554.373
IS,"natural gas",2017,NULL
IT,"natural gas",2017,17260.611
LT,"natural gas",2017,153.785
LU,"natural gas",2017,267.553
LV,"natural gas",2017,111.346
MD,"natural gas",2017,225.114
ME,"natural gas",2017,NULL
MK,"natural gas",2017,0.15
MT,"natural gas",2017,NULL
NL,"natural gas",2017,6885.799
NO,"natural gas",2017,3.216
PL,"natural gas",2017,3629.954
PT,"natural gas",2017,250.733
RO,"natural gas",2017,2473.938
RS,"natural gas",2017,191.112
SE,"natural gas",2017,26.074
SI,"natural gas",2017,119.054
SK,"natural gas",2017,1150.021
TR,"natural gas",2017,11134.944
XK,"natural gas",2017,NULL
AL,"district heating",2017,NULL
AT,"district heating",2017,825.19
BA,"district heating",2017,95.467
BE,"district heating",2017,12.152
BG,"district heating",2017,339.79
CY,"district heating",2017,NULL
CZ,"district heating",2017,1065.898
DE,"district heating",2017,4431.141
DK,"district heating",2017,1678.477
EE,"district heating",2017,318.143
EL,"district heating",2017,38.8
ES,"district heating",2017,NULL
FI,"district heating",2017,1660.361
FR,"district heating",2017,1227.912
GE,"district heating",2017,NULL
HR,"district heating",2017,117.03
HU,"district heating",2017,498.662
IE,"district heating",2017,NULL
IS,"district heating",2017,337.009
IT,"district heating",2017,904.942
LT,"district heating",2017,474.802
LU,"district heating",2017,NULL
LV,"district heating",2017,372.433
MD,"district heating",2017,115.171
ME,"district heating",2017,NULL
MK,"district heating",2017,35.078
MT,"district heating",2017,NULL
NL,"district heating",2017,285.213
NO,"district heating",2017,117.411
PL,"district heating",2017,3917.073
PT,"district heating",2017,0.86
RO,"district heating",2017,804.937
RS,"district heating",2017,394.851
SE,"district heating",2017,2613.929
SI,"district heating",2017,79.005
SK,"district heating",2017,451.896
TR,"district heating",2017,NULL
XK,"district heating",2017,9.446
AL,"heating oil",2017,107.35
AT,"heating oil",2017,32.026
BA,"heating oil",2017,10.08
BE,"heating oil",2017,133.93
BG,"heating oil",2017,24.159
CY,"heating oil",2017,36.679
CZ,"heating oil",2017,44.984
DE,"heating oil",2017,565.843
DK,"heating oil",2017,21.112
EE,"heating oil",2017,7.607
EL,"heating oil",2017,81.191
ES,"heating oil",2017,1031.454
FI,"heating oil",2017,4.423
FR,"heating oil",2017,919.777
GE,"heating oil",2017,15.052
HR,"heating oil",2017,52.078
HU,"heating oil",2017,74.938
IE,"heating oil",2017,47.764
IS,"heating oil",2017,1.549
IT,"heating oil",2017,1147.797
LT,"heating oil",2017,36.201
LU,"heating oil",2017,0.358
LV,"heating oil",2017,18.961
MD,"heating oil",2017,62.713
ME,"heating oil",2017,1.232
MK,"heating oil",2017,7.648
MT,"heating oil",2017,16.169
NL,"heating oil",2017,23.214
NO,"heating oil",2017,5.505
PL,"heating oil",2017,527.372
PT,"heating oil",2017,380.824
RO,"heating oil",2017,272.089
RS,"heating oil",2017,47.644
SE,"heating oil",2017,4.311
SI,"heating oil",2017,31.688
SK,"heating oil",2017,8.79
TR,"heating oil",2017,229.337
XK,"heating oil",2017,6.021
AL,"other petroleum products",2017,NULL
AT,"other petroleum products",2017,NULL
BA,"other petroleum products",2017,NULL
BE,"other petroleum products",2017,31.53
BG,"other petroleum products",2017,NULL
CY,"other petroleum products",2017,14.908
CZ,"other petroleum products",2017,NULL
DE,"other petroleum products",2017,NULL
DK,"other petroleum products",2017,NULL
EE,"other petroleum products",2017,NULL
EL,"other petroleum products",2017,3.765
ES,"other petroleum products",2017,NULL
FI,"other petroleum products",2017,NULL
FR,"other petroleum products",2017,185.229
GE,"other petroleum products",2017,NULL
HR,"other petroleum products",2017,NULL
HU,"other petroleum products",2017,NULL
IE,"other petroleum products",2017,800.995
IS,"other petroleum products",2017,NULL
IT,"other petroleum products",2017,2.054
LT,"other petroleum products",2017,NULL
LU,"other petroleum products",2017,0.521
LV,"other petroleum products",2017,NULL
MD,"other petroleum products",2017,NULL
ME,"other petroleum products",2017,NULL
MK,"other petroleum products",2017,NULL
MT,"other petroleum products",2017,NULL
NL,"other petroleum products",2017,5.864
NO,"other petroleum products",2017,10.294
PL,"other petroleum products",2017,NULL
PT,"other petroleum products",2017,0.17
RO,"other petroleum products",2017,NULL
RS,"other petroleum products",2017,NULL
SE,"other petroleum products",2017,NULL
SI,"other petroleum products",2017,NULL
SK,"other petroleum products",2017,NULL
TR,"other petroleum products",2017,15.674
XK,"other petroleum products",2017,NULL
AL,"domestic heating oil",2017,NULL
AT,"domestic heating oil",2017,995.642
BA,"domestic heating oil",2017,34.684
BE,"domestic heating oil",2017,2325.459
BG,"domestic heating oil",2017,0.79
CY,"domestic heating oil",2017,66.604
CZ,"domestic heating oil",2017,NULL
DE,"domestic heating oil",2017,10681.11
DK,"domestic heating oil",2017,176.824
EE,"domestic heating oil",2017,2.021
EL,"domestic heating oil",2017,1161.137
ES,"domestic heating oil",2017,1621.692
FI,"domestic heating oil",2017,304.902
FR,"domestic heating oil",2017,4895.092
GE,"domestic heating oil",2017,NULL
HR,"domestic heating oil",2017,85.077
HU,"domestic heating oil",2017,NULL
IE,"domestic heating oil",2017,232.436
IS,"domestic heating oil",2017,2.165
IT,"domestic heating oil",2017,936.661
LT,"domestic heating oil",2017,19.041
LU,"domestic heating oil",2017,155.978
LV,"domestic heating oil",2017,30.03
MD,"domestic heating oil",2017,NULL
ME,"domestic heating oil",2017,NULL
MK,"domestic heating oil",2017,4.215
MT,"domestic heating oil",2017,0.23
NL,"domestic heating oil",2017,7.28
NO,"domestic heating oil",2017,56.412
PL,"domestic heating oil",2017,71.893
PT,"domestic heating oil",2017,47.629
RO,"domestic heating oil",2017,NULL
RS,"domestic heating oil",2017,NULL
SE,"domestic heating oil",2017,78.115
SI,"domestic heating oil",2017,102.301
SK,"domestic heating oil",2017,NULL
TR,"domestic heating oil",2017,NULL
XK,"domestic heating oil",2017,4.284
AL,renewables/biomass,2017,124.698
AT,renewables/biomass,2017,1782.416
BA,renewables/biomass,2017,345.992
BE,renewables/biomass,2017,567.221
BG,renewables/biomass,2017,759.613
CY,renewables/biomass,2017,13.728
CZ,renewables/biomass,2017,1810.88
DE,renewables/biomass,2017,5494.148
DK,renewables/biomass,2017,972
EE,renewables/biomass,2017,390.418
EL,renewables/biomass,2017,695.233
ES,renewables/biomass,2017,1812.219
FI,renewables/biomass,2017,1273.526
FR,renewables/biomass,2017,6603.054
GE,renewables/biomass,2017,358.438
HR,renewables/biomass,2017,1084.437
HU,renewables/biomass,2017,1623.579
IE,renewables/biomass,2017,28.366
IS,renewables/biomass,2017,NULL
IT,renewables/biomass,2017,6717.616
LT,renewables/biomass,2017,470.192
LU,renewables/biomass,2017,22.697
LV,renewables/biomass,2017,503.798
MD,renewables/biomass,2017,720.479
ME,renewables/biomass,2017,148.299
MK,renewables/biomass,2017,214.808
MT,renewables/biomass,2017,1.354
NL,renewables/biomass,2017,386.424
NO,renewables/biomass,2017,453.401
PL,renewables/biomass,2017,2620.737
PT,renewables/biomass,2017,757.213
RO,renewables/biomass,2017,3050.519
RS,renewables/biomass,2017,803.504
SE,renewables/biomass,2017,910.672
SI,renewables/biomass,2017,506.282
SK,renewables/biomass,2017,666.858
TR,renewables/biomass,2017,2361.995
XK,renewables/biomass,2017,343.721
AL,"solar thermal",2017,7.5
AT,"solar thermal",2017,121.636
BA,"solar thermal",2017,NULL
BE,"solar thermal",2017,22.468
BG,"solar thermal",2017,9.971
CY,"solar thermal",2017,59.684
CZ,"solar thermal",2017,13.632
DE,"solar thermal",2017,645.577
DK,"solar thermal",2017,12.119
EE,"solar thermal",2017,NULL
EL,"solar thermal",2017,259.936
ES,"solar thermal",2017,226.327
FI,"solar thermal",2017,1.791
FR,"solar thermal",2017,171.163
GE,"solar thermal",2017,0.074
HR,"solar thermal",2017,8.997
HU,"solar thermal",2017,11.536
IE,"solar thermal",2017,12.479
IS,"solar thermal",2017,NULL
IT,"solar thermal",2017,154.491
LT,"solar thermal",2017,NULL
LU,"solar thermal",2017,2.176
LV,"solar thermal",2017,NULL
MD,"solar thermal",2017,NULL
ME,"solar thermal",2017,NULL
MK,"solar thermal",2017,NULL
MT,"solar thermal",2017,4.989
NL,"solar thermal",2017,21.759
NO,"solar thermal",2017,NULL
PL,"solar thermal",2017,48.557
PT,"solar thermal",2017,52.781
RO,"solar thermal",2017,NULL
RS,"solar thermal",2017,NULL
SE,"solar thermal",2017,11.082
SI,"solar thermal",2017,10.529
SK,"solar thermal",2017,5.852
TR,"solar thermal",2017,548
XK,"solar thermal",2017,0.096
AL,"heat pumps",2017,NULL
AT,"heat pumps",2017,148.266
BA,"heat pumps",2017,NULL
BE,"heat pumps",2017,63.213
BG,"heat pumps",2017,NULL
CY,"heat pumps",2017,1.55
CZ,"heat pumps",2017,117.527
DE,"heat pumps",2017,988.679
DK,"heat pumps",2017,152.053
EE,"heat pumps",2017,NULL
EL,"heat pumps",2017,61.563
ES,"heat pumps",2017,126.235
FI,"heat pumps",2017,500.119
FR,"heat pumps",2017,2182.981
GE,"heat pumps",2017,NULL
HR,"heat pumps",2017,15.859
HU,"heat pumps",2017,4.825
IE,"heat pumps",2017,20.654
IS,"heat pumps",2017,NULL
IT,"heat pumps",2017,101.719
LT,"heat pumps",2017,NULL
LU,"heat pumps",2017,2.56
LV,"heat pumps",2017,NULL
MD,"heat pumps",2017,NULL
ME,"heat pumps",2017,NULL
MK,"heat pumps",2017,NULL
MT,"heat pumps",2017,5.763
NL,"heat pumps",2017,61.761
NO,"heat pumps",2017,447.066
PL,"heat pumps",2017,167.44
PT,"heat pumps",2017,221.673
RO,"heat pumps",2017,NULL
RS,"heat pumps",2017,NULL
SE,"heat pumps",2017,NULL
SI,"heat pumps",2017,36.339
SK,"heat pumps",2017,NULL
TR,"heat pumps",2017,NULL
XK,"heat pumps",2017,NULL
AL,TOTAL,2017,492.58
AT,TOTAL,2017,6955.601
BA,TOTAL,2017,1045.641
BE,TOTAL,2017,8131.16
BG,TOTAL,2017,2318.715
CY,TOTAL,2017,342.362
CZ,TOTAL,2017,7202.965
DE,TOTAL,2017,56777.115
DK,TOTAL,2017,4498.219
EE,TOTAL,2017,940.914
EL,TOTAL,2017,4401.052
ES,TOTAL,2017,14392.022
FI,TOTAL,2017,5761.435
FR,TOTAL,2017,42420.967
GE,TOTAL,2017,1336.297
HR,TOTAL,2017,2392.72
HU,TOTAL,2017,6294.138
IE,TOTAL,2017,2768.312
IS,TOTAL,2017,422.526
IT,TOTAL,2017,32898.639
LT,TOTAL,2017,1455.374
LU,TOTAL,2017,535.579
LV,TOTAL,2017,1195.604
MD,TOTAL,2017,1316.751
ME,TOTAL,2017,263.151
MK,TOTAL,2017,529.132
MT,TOTAL,2017,91.096
NL,TOTAL,2017,9584.967
NO,TOTAL,2017,4549.023
PL,TOTAL,2017,20063.177
PT,TOTAL,2017,2801.785
RO,TOTAL,2017,7732.038
RS,TOTAL,2017,2853.554
SE,TOTAL,2017,7696.829
SI,TOTAL,2017,1171.381
SK,TOTAL,2017,2744.162
TR,TOTAL,2017,23456.794
XK,TOTAL,2017,571.465
AL,coal,2018,NULL
AT,coal,2018,19.279
BA,coal,2018,76.678
BE,coal,2018,57.479
BG,coal,2018,114.688
CY,coal,2018,NULL
CZ,coal,2018,786.32
DE,coal,2018,492.475
DK,coal,2018,NULL
EE,coal,2018,1.051
EL,coal,2018,3.595
ES,coal,2018,68.353
FI,coal,2018,NULL
FR,coal,2018,26.356
GE,coal,2018,0.197
HR,coal,2018,2.573
HU,coal,2018,95.18
IE,coal,2018,191.746
IS,coal,2018,NULL
IT,coal,2018,NULL
LT,coal,2018,41.399
LU,coal,2018,0.237
LV,coal,2018,6.592
MD,coal,2018,36.42
ME,coal,2018,2.085
MK,coal,2018,0.755
MT,coal,2018,NULL
NL,coal,2018,1.012
NO,coal,2018,NULL
PL,coal,2018,6154.371
PT,coal,2018,NULL
RO,coal,2018,33.627
RS,coal,2018,207.614
SE,coal,2018,NULL
SI,coal,2018,0.076
SK,coal,2018,30.204
TR,coal,2018,2863.787
XK,coal,2018,2.506
AL,electricity,2018,270.591
AT,electricity,2018,1542.786
BA,electricity,2018,402.837
BE,electricity,2018,1498.34
BG,electricity,2018,942.65
CY,electricity,2018,145.166
CZ,electricity,2018,1294.027
DE,electricity,2018,10995.701
DK,electricity,2018,837.647
EE,electricity,2018,159.931
EL,electricity,2018,1441.325
ES,electricity,2018,6449.355
FI,electricity,2018,1954.514
FR,electricity,2018,13777.804
GE,electricity,2018,213.586
HR,electricity,2018,533.25
HU,electricity,2018,977.644
IE,electricity,2018,701.938
IS,electricity,2018,72.9
IT,electricity,2018,5600.842
LT,electricity,2018,256.621
LU,electricity,2018,79.821
LV,electricity,2018,143.601
MD,electricity,2018,141.187
ME,electricity,2018,109.381
MK,electricity,2018,257.848
MT,electricity,2018,67.849
NL,electricity,2018,1856.495
NO,electricity,2018,3474.166
PL,electricity,2018,2517.971
PT,electricity,2018,1136.073
RO,electricity,2018,1098.872
RS,electricity,2018,1153.445
SE,electricity,2018,3875.15
SI,electricity,2018,289.58
SK,electricity,2018,438.091
TR,electricity,2018,4693.94
XK,electricity,2018,202.54
AL,"natural gas",2018,NULL
AT,"natural gas",2018,1344.24
BA,"natural gas",2018,35.985
BE,"natural gas",2018,3324.986
BG,"natural gas",2018,77.28
CY,"natural gas",2018,NULL
CZ,"natural gas",2018,1878.843
DE,"natural gas",2018,22264.75
DK,"natural gas",2018,612.337
EE,"natural gas",2018,54.981
EL,"natural gas",2018,331.327
ES,"natural gas",2018,3653.869
FI,"natural gas",2018,24.508
FR,"natural gas",2018,11502.73
GE,"natural gas",2018,722.73
HR,"natural gas",2018,467.211
HU,"natural gas",2018,2830.568
IE,"natural gas",2018,602.87
IS,"natural gas",2018,NULL
IT,"natural gas",2018,16499.391
LT,"natural gas",2018,164.724
LU,"natural gas",2018,244.532
LV,"natural gas",2018,119.182
MD,"natural gas",2018,258.036
ME,"natural gas",2018,NULL
MK,"natural gas",2018,0.193
MT,"natural gas",2018,NULL
NL,"natural gas",2018,6840.195
NO,"natural gas",2018,3.211
PL,"natural gas",2018,3561.458
PT,"natural gas",2018,274.225
RO,"natural gas",2018,2539.206
RS,"natural gas",2018,194.274
SE,"natural gas",2018,32.696
SI,"natural gas",2018,110.945
SK,"natural gas",2018,1118.851
TR,"natural gas",2018,10457.465
XK,"natural gas",2018,NULL
AL,"district heating",2018,NULL
AT,"district heating",2018,776.35
BA,"district heating",2018,94.679
BE,"district heating",2018,13
BG,"district heating",2018,323.797
CY,"district heating",2018,NULL
CZ,"district heating",2018,998.318
DE,"district heating",2018,3656.468
DK,"district heating",2018,1675.02
EE,"district heating",2018,322.442
EL,"district heating",2018,40.894
ES,"district heating",2018,NULL
FI,"district heating",2018,1610.156
FR,"district heating",2018,1248.846
GE,"district heating",2018,NULL
HR,"district heating",2018,111.563
HU,"district heating",2018,467.35
IE,"district heating",2018,NULL
IS,"district heating",2018,417.88
IT,"district heating",2018,1091.622
LT,"district heating",2018,472.031
LU,"district heating",2018,NULL
LV,"district heating",2018,370.992
MD,"district heating",2018,122.337
ME,"district heating",2018,NULL
MK,"district heating",2018,33.858
MT,"district heating",2018,NULL
NL,"district heating",2018,298.649
NO,"district heating",2018,121.078
PL,"district heating",2018,3749.881
PT,"district heating",2018,1.055
RO,"district heating",2018,781.775
RS,"district heating",2018,404.427
SE,"district heating",2018,2575.069
SI,"district heating",2018,74.94
SK,"district heating",2018,416.786
TR,"district heating",2018,NULL
XK,"district heating",2018,9.551
AL,"heating oil",2018,109.61
AT,"heating oil",2018,29.458
BA,"heating oil",2018,5.22
BE,"heating oil",2018,133.381
BG,"heating oil",2018,21.989
CY,"heating oil",2018,32.139
CZ,"heating oil",2018,50.215
DE,"heating oil",2018,865.225
DK,"heating oil",2018,21.033
EE,"heating oil",2018,6.52
EL,"heating oil",2018,81.693
ES,"heating oil",2018,1073.254
FI,"heating oil",2018,4.423
FR,"heating oil",2018,873.313
GE,"heating oil",2018,18.887
HR,"heating oil",2018,47.486
HU,"heating oil",2018,76.04
IE,"heating oil",2018,53.842
IS,"heating oil",2018,1.77
IT,"heating oil",2018,1116.09
LT,"heating oil",2018,34.967
LU,"heating oil",2018,0.456
LV,"heating oil",2018,16.217
MD,"heating oil",2018,62.713
ME,"heating oil",2018,1.68
MK,"heating oil",2018,7.165
MT,"heating oil",2018,12.419
NL,"heating oil",2018,23.214
NO,"heating oil",2018,6.606
PL,"heating oil",2018,549.346
PT,"heating oil",2018,364.246
RO,"heating oil",2018,277.257
RS,"heating oil",2018,37.714
SE,"heating oil",2018,4.11
SI,"heating oil",2018,28.385
SK,"heating oil",2018,7.691
TR,"heating oil",2018,211.942
XK,"heating oil",2018,5.765
AL,"other petroleum products",2018,NULL
AT,"other petroleum products",2018,NULL
BA,"other petroleum products",2018,NULL
BE,"other petroleum products",2018,31.53
BG,"other petroleum products",2018,NULL
CY,"other petroleum products",2018,9.728
CZ,"other petroleum products",2018,NULL
DE,"other petroleum products",2018,7.156
DK,"other petroleum products",2018,2.758
EE,"other petroleum products",2018,NULL
EL,"other petroleum products",2018,2.621
ES,"other petroleum products",2018,NULL
FI,"other petroleum products",2018,NULL
FR,"other petroleum products",2018,169.284
GE,"other petroleum products",2018,NULL
HR,"other petroleum products",2018,NULL
HU,"other petroleum products",2018,NULL
IE,"other petroleum products",2018,873.307
IS,"other petroleum products",2018,NULL
IT,"other petroleum products",2018,2.054
LT,"other petroleum products",2018,NULL
LU,"other petroleum products",2018,0.499
LV,"other petroleum products",2018,NULL
MD,"other petroleum products",2018,NULL
ME,"other petroleum products",2018,NULL
MK,"other petroleum products",2018,NULL
MT,"other petroleum products",2018,NULL
NL,"other petroleum products",2018,5.739
NO,"other petroleum products",2018,9.265
PL,"other petroleum products",2018,NULL
PT,"other petroleum products",2018,0.125
RO,"other petroleum products",2018,NULL
RS,"other petroleum products",2018,NULL
SE,"other petroleum products",2018,NULL
SI,"other petroleum products",2018,NULL
SK,"other petroleum products",2018,NULL
TR,"other petroleum products",2018,8.369
XK,"other petroleum products",2018,NULL
AL,"domestic heating oil",2018,NULL
AT,"domestic heating oil",2018,884.572
BA,"domestic heating oil",2018,21.32
BE,"domestic heating oil",2018,2267.36
BG,"domestic heating oil",2018,0.12
CY,"domestic heating oil",2018,54.726
CZ,"domestic heating oil",2018,NULL
DE,"domestic heating oil",2018,9298.447
DK,"domestic heating oil",2018,178.815
EE,"domestic heating oil",2018,2.021
EL,"domestic heating oil",2018,952.232
ES,"domestic heating oil",2018,1715.152
FI,"domestic heating oil",2018,278.101
FR,"domestic heating oil",2018,4390.682
GE,"domestic heating oil",2018,NULL
HR,"domestic heating oil",2018,72.02
HU,"domestic heating oil",2018,NULL
IE,"domestic heating oil",2018,238.203
IS,"domestic heating oil",2018,0.877
IT,"domestic heating oil",2018,1081.585
LT,"domestic heating oil",2018,22.214
LU,"domestic heating oil",2018,145.545
LV,"domestic heating oil",2018,32.916
MD,"domestic heating oil",2018,NULL
ME,"domestic heating oil",2018,NULL
MK,"domestic heating oil",2018,3.857
MT,"domestic heating oil",2018,0.056
NL,"domestic heating oil",2018,7.31
NO,"domestic heating oil",2018,36.174
PL,"domestic heating oil",2018,82.163
PT,"domestic heating oil",2018,56.593
RO,"domestic heating oil",2018,NULL
RS,"domestic heating oil",2018,NULL
SE,"domestic heating oil",2018,74.357
SI,"domestic heating oil",2018,96.16
SK,"domestic heating oil",2018,NULL
TR,"domestic heating oil",2018,NULL
XK,"domestic heating oil",2018,4.595
AL,renewables/biomass,2018,122.349
AT,renewables/biomass,2018,1640.86
BA,renewables/biomass,2018,1076.407
BE,renewables/biomass,2018,564.73
BG,renewables/biomass,2018,738.674
CY,renewables/biomass,2018,14.717
CZ,renewables/biomass,2018,1882.698
DE,renewables/biomass,2018,5860.227
DK,renewables/biomass,2018,917.886
EE,renewables/biomass,2018,394.096
EL,renewables/biomass,2018,658.042
ES,renewables/biomass,2018,1817.02
FI,renewables/biomass,2018,1251.385
FR,renewables/biomass,2018,6408.756
GE,renewables/biomass,2018,265.514
HR,renewables/biomass,2018,1032.54
HU,renewables/biomass,2018,1352.226
IE,renewables/biomass,2018,29.781
IS,renewables/biomass,2018,NULL
IT,renewables/biomass,2018,6206.445
LT,renewables/biomass,2018,479.674
LU,renewables/biomass,2018,23.933
LV,renewables/biomass,2018,534.622
MD,renewables/biomass,2018,718.138
ME,renewables/biomass,2018,134.136
MK,renewables/biomass,2018,179.9
MT,renewables/biomass,2018,1.338
NL,renewables/biomass,2018,386.858
NO,renewables/biomass,2018,443.307
PL,renewables/biomass,2018,5676.666
PT,renewables/biomass,2018,749.98
RO,renewables/biomass,2018,3024.516
RS,renewables/biomass,2018,840.947
SE,renewables/biomass,2018,776.416
SI,renewables/biomass,2018,453.515
SK,renewables/biomass,2018,525.222
TR,renewables/biomass,2018,1555
XK,renewables/biomass,2018,347.629
AL,"solar thermal",2018,7.58
AT,"solar thermal",2018,110.896
BA,"solar thermal",2018,NULL
BE,"solar thermal",2018,24.47
BG,"solar thermal",2018,10.472
CY,"solar thermal",2018,60.872
CZ,"solar thermal",2018,14.049
DE,"solar thermal",2018,729.77
DK,"solar thermal",2018,12.251
EE,"solar thermal",2018,NULL
EL,"solar thermal",2018,265.453
ES,"solar thermal",2018,240.516
FI,"solar thermal",2018,1.982
FR,"solar thermal",2018,186.421
GE,"solar thermal",2018,0.081
HR,"solar thermal",2018,9.757
HU,"solar thermal",2018,12.348
IE,"solar thermal",2018,13.382
IS,"solar thermal",2018,NULL
IT,"solar thermal",2018,161.632
LT,"solar thermal",2018,NULL
LU,"solar thermal",2018,2.24
LV,"solar thermal",2018,NULL
MD,"solar thermal",2018,NULL
ME,"solar thermal",2018,NULL
MK,"solar thermal",2018,NULL
MT,"solar thermal",2018,5.031
NL,"solar thermal",2018,22.093
NO,"solar thermal",2018,NULL
PL,"solar thermal",2018,50.85
PT,"solar thermal",2018,57.376
RO,"solar thermal",2018,NULL
RS,"solar thermal",2018,NULL
SE,"solar thermal",2018,10.915
SI,"solar thermal",2018,10.561
SK,"solar thermal",2018,6.401
TR,"solar thermal",2018,570
XK,"solar thermal",2018,0.103
AL,"heat pumps",2018,NULL
AT,"heat pumps",2018,169.958
BA,"heat pumps",2018,NULL
BE,"heat pumps",2018,76.388
BG,"heat pumps",2018,NULL
CY,"heat pumps",2018,11.611
CZ,"heat pumps",2018,138.238
DE,"heat pumps",2018,1061.909
DK,"heat pumps",2018,173.397
EE,"heat pumps",2018,NULL
EL,"heat pumps",2018,69.337
ES,"heat pumps",2018,145.146
FI,"heat pumps",2018,513.328
FR,"heat pumps",2018,2331.993
GE,"heat pumps",2018,NULL
HR,"heat pumps",2018,15.031
HU,"heat pumps",2018,6.759
IE,"heat pumps",2018,21.554
IS,"heat pumps",2018,NULL
IT,"heat pumps",2018,99.664
LT,"heat pumps",2018,22.26
LU,"heat pumps",2018,3.255
LV,"heat pumps",2018,NULL
MD,"heat pumps",2018,NULL
ME,"heat pumps",2018,NULL
MK,"heat pumps",2018,NULL
MT,"heat pumps",2018,6.341
NL,"heat pumps",2018,79.738
NO,"heat pumps",2018,474.522
PL,"heat pumps",2018,197.034
PT,"heat pumps",2018,230.7
RO,"heat pumps",2018,NULL
RS,"heat pumps",2018,NULL
SE,"heat pumps",2018,NULL
SI,"heat pumps",2018,37.236
SK,"heat pumps",2018,NULL
TR,"heat pumps",2018,NULL
XK,"heat pumps",2018,NULL
AL,TOTAL,2018,510.484
AT,TOTAL,2018,6531.091
BA,TOTAL,2018,1719.424
BE,TOTAL,2018,8039.139
BG,TOTAL,2018,2229.672
CY,TOTAL,2018,334.957
CZ,TOTAL,2018,7042.708
DE,TOTAL,2018,55822.36
DK,TOTAL,2018,4450.344
EE,TOTAL,2018,941.042
EL,TOTAL,2018,3903.48
ES,TOTAL,2018,15178.832
FI,TOTAL,2018,5691.11
FR,TOTAL,2018,41029.548
GE,TOTAL,2018,1227.303
HR,TOTAL,2018,2298.895
HU,TOTAL,2018,5818.115
IE,TOTAL,2018,2950.805
IS,TOTAL,2018,505.489
IT,TOTAL,2018,31905.559
LT,TOTAL,2018,1511.606
LU,TOTAL,2018,500.518
LV,TOTAL,2018,1231.009
MD,TOTAL,2018,1338.83
ME,TOTAL,2018,248.017
MK,TOTAL,2018,483.576
MT,TOTAL,2018,93.033
NL,TOTAL,2018,9551.684
NO,TOTAL,2018,4573.027
PL,TOTAL,2018,22557.493
PT,TOTAL,2018,2877.758
RO,TOTAL,2018,7775.08
RS,TOTAL,2018,2838.427
SE,TOTAL,2018,7490.34
SI,TOTAL,2018,1101.397
SK,TOTAL,2018,2546.007
TR,TOTAL,2018,21687.504
XK,TOTAL,2018,573.404
AL,coal,2019,NULL
AT,coal,2019,19.733
BA,coal,2019,57.292
BE,coal,2019,41.664
BG,coal,2019,102.302
CY,coal,2019,NULL
CZ,coal,2019,646.585
DE,coal,2019,345.388
DK,coal,2019,NULL
EE,coal,2019,1.191
EL,coal,2019,3.408
ES,coal,2019,64.93
FI,coal,2019,NULL
FR,coal,2019,24.452
GE,coal,2019,0.224
HR,coal,2019,2.777
HU,coal,2019,70.569
IE,coal,2019,165.633
IS,coal,2019,NULL
IT,coal,2019,NULL
LT,coal,2019,31.679
LU,coal,2019,0.249
LV,coal,2019,4.655
MD,coal,2019,60.492
ME,coal,2019,2.145
MK,coal,2019,0.61
MT,coal,2019,NULL
NL,coal,2019,1.12
NO,coal,2019,NULL
PL,coal,2019,4978.787
PT,coal,2019,NULL
RO,coal,2019,40.69
RS,coal,2019,209.424
SE,coal,2019,NULL
SI,coal,2019,0.065
SK,coal,2019,28.489
TR,coal,2019,3399.989
XK,coal,2019,2.518
AL,electricity,2019,268.293
AT,electricity,2019,1586.985
BA,electricity,2019,406.363
BE,electricity,2019,1480.782
BG,electricity,2019,932.407
CY,electricity,2019,152.338
CZ,electricity,2019,1311.852
DE,electricity,2019,10880.396
DK,electricity,2019,880.624
EE,electricity,2019,177.988
EL,electricity,2019,1494.199
ES,electricity,2019,6275.236
FI,electricity,2019,1938.607
